state,model,polarity
AK,MERCURY,neutral
WY,CHEVROLET,neutral
TX,BMW,positive
TX,AUSTIN,positive
CA,BMW,neutral
FL,KIA,neutral
NM,FORD,neutral
NM,HONDA,positive
NM,HONDA,positive
CA,FORD,neutral
WV,GMC,neutral
WI,KIA,neutral
WY,HONDA,neutral
CA,HONDA,positive
WV,MITSUBISHI,neutral
FL,FORD,neutral
WV,CHRYSLER,neutral
WV,TOYOTA,negative
NM,FORD,neutral
CA,TESLA,positive
NM,BMW,positive
NM,KIA,negative
AK,MAZDA,positive
WV,NISSAN,negative
FL,INFINITI,positive
NV,TOYOTA,positive
WV,FORD,negative
CA,INFINITI,neutral
NE,FORD,neutral
AK,TOYOTA,positive
TX,CHEVROLET,neutral
FL,FORD,negative
OR,LEXUS,neutral
WV,BENTLEY,positive
TX,HONDA,neutral
AK,BMW,positive
WI,BMW,positive
WV,FORD,neutral
WV,SUBARU,neutral
AK,VOLVO,negative
WV,BMW,neutral
NM,MITSUBISHI,neutral
WY,HONDA,positive
NV,SUBARU,positive
FL,NISSAN,neutral
CA,CHEVROLET,neutral
FL,AUDI,positive
NV,BUICK,positive
NM,HONDA,negative
WI,TESLA,neutral
NV,KIA,neutral
NV,FORD,negative
WI,INFINITI,positive
WI,GMC,positive
NM,INFINITI,positive
NM,INFINITI,neutral
WY,FORD,neutral
OR,VOLVO,neutral
FL,MAZDA,neutral
NM,TOYOTA,positive
WV,MORGAN,positive
WV,CHEVROLET,neutral
WV,CHEVROLET,neutral
NM,SUZUKI,positive
CA,SATURN,neutral
CA,SATURN,neutral
WA,TOYOTA,neutral
AK,AUDI,positive
AK,AUDI,positive
CA,KIA,neutral
WV,INFINITI,positive
NV,PONTIAC,neutral
CA,CHRYSLER,positive
CA,MORGAN,positive
FL,FORD,neutral
WY,HONDA,negative
FL,AUDI,negative
WI,FORD,neutral
NM,HONDA,positive
WI,FORD,neutral
CA,HONDA,neutral
CA,HONDA,neutral
WI,CHRYSLER,neutral
AK,AUDI,positive
WY,LEXUS,positive
NM,KIA,neutral
AK,FORD,positive
NM,NISSAN,neutral
WA,TESLA,neutral
FL,LEXUS,neutral
WA,CHEVROLET,neutral
WA,GMC,neutral
WV,BMW,negative
WI,LEXUS,positive
TX,INFINITI,positive
AK,LEXUS,positive
AK,VOLKSWAGEN,positive
NE,TOYOTA,neutral
WV,HYUNDAI,neutral
WY,MITSUBISHI,neutral
WY,MAZDA,neutral
TX,BMW,neutral
WV,RAM,neutral
TX,FORD,neutral
WY,LEXUS,negative
TX,GMC,positive
WV,MAYBACH,negative
AK,BENTLEY,positive
WV,FORD,positive
WA,HONDA,negative
WV,CHRYSLER,neutral
NM,LEXUS,neutral
WV,AUDI,neutral
CA,TOYOTA,positive
AK,BENTLEY,positive
NM,NISSAN,neutral
TX,AUDI,positive
NM,SUBARU,neutral
WI,TOYOTA,negative
NM,NISSAN,neutral
NM,HONDA,neutral
NM,HONDA,neutral
FL,MERCEDES-BENZ,neutral
CA,MORGAN,positive
TX,LEXUS,neutral
NM,HONDA,negative
WI,NISSAN,negative
AK,NISSAN,neutral
FL,CADILLAC,positive
AK,HUMMER,positive
WI,TOYOTA,neutral
NM,HONDA,neutral
NV,TOYOTA,neutral
CA,TOYOTA,negative
NE,HONDA,positive
TX,TOYOTA,positive
WI,NISSAN,neutral
TX,SMART,positive
NM,GMC,neutral
NM,BMW,positive
NM,NISSAN,neutral
TX,AUSTIN,positive
WI,CHRYSLER,negative
WI,JEEP,negative
WI,DODGE,negative
TX,TOYOTA,positive
TX,FORD,neutral
FL,DODGE,neutral
WY,FORD,neutral
WI,VOLVO,neutral
WV,VOLVO,positive
TX,CHEVROLET,positive
FL,NISSAN,positive
NM,NISSAN,neutral
WY,LEXUS,positive
WA,AUDI,positive
NV,SUBARU,positive
FL,BENTLEY,positive
NM,MERCURY,negative
WY,HONDA,neutral
WY,HONDA,neutral
WV,BMW,neutral
NM,MITSUBISHI,neutral
NM,HONDA,positive
CA,TOYOTA,positive
CA,TOYOTA,neutral
WV,HONDA,neutral
NM,KIA,neutral
WY,BMW,neutral
WY,TOYOTA,positive
WY,JAGUAR,neutral
WV,VOLKSWAGEN,positive
FL,MERCEDES-BENZ,neutral
WI,FORD,neutral
NV,MERCURY,neutral
NV,LEXUS,neutral
WV,VOLKSWAGEN,neutral
NM,NISSAN,neutral
FL,CHEVROLET,neutral
TX,AUDI,positive
WV,GMC,neutral
WA,EAGLE,positive
WY,NISSAN,neutral
NM,KIA,positive
WI,AUDI,positive
NV,CADILLAC,neutral
WY,CHEVROLET,positive
FL,MERCEDES-BENZ,positive
WV,CADILLAC,positive
NM,BMW,neutral
NM,AUDI,neutral
HI,PONTIAC,neutral
WV,TOYOTA,neutral
WV,MITSUBISHI,neutral
WI,LEXUS,positive
WI,HONDA,neutral
WI,HONDA,neutral
NM,BMW,neutral
AK,BMW,positive
WI,TOYOTA,negative
NM,ISUZU,neutral
TX,BMW,neutral
WY,CHRYSLER,neutral
CA,FORD,negative
CA,NISSAN,positive
WY,INFINITI,positive
TX,TOYOTA,positive
CA,BMW,neutral
CA,BMW,neutral
WV,CHRYSLER,neutral
WA,MAYBACH,neutral
WV,GMC,positive
CA,TOYOTA,neutral
AK,BENTLEY,positive
WI,CHEVROLET,neutral
CA,HONDA,negative
AK,TESLA,positive
CA,HONDA,positive
AK,HONDA,neutral
CA,HONDA,negative
NM,CHEVROLET,neutral
AK,DODGE,neutral
NM,NISSAN,positive
WY,CHEVROLET,neutral
NM,CHEVROLET,neutral
WV,FORD,neutral
FL,NISSAN,negative
FL,NISSAN,neutral
WV,HYUNDAI,positive
AK,TOYOTA,positive
NM,BMW,neutral
NM,SMART,positive
TX,INFINITI,neutral
NM,NISSAN,neutral
NM,SATURN,neutral
AK,AUDI,positive
TX,HYUNDAI,positive
WV,FORD,neutral
NV,TOYOTA,positive
WI,MITSUBISHI,positive
OR,TOYOTA,neutral
OR,TOYOTA,neutral
TX,BMW,neutral
NM,FORD,positive
WI,TOYOTA,negative
WY,BMW,negative
NM,NISSAN,negative
AK,AUDI,positive
AK,NISSAN,neutral
NV,NISSAN,neutral
NV,NISSAN,neutral
WV,MAZDA,negative
WI,AUDI,negative
WI,HONDA,negative
WA,TESLA,positive
FL,BENTLEY,positive
CA,ACURA,positive
WV,FORD,neutral
CA,FORD,neutral
TX,HONDA,negative
FL,DODGE,neutral
NM,FORD,neutral
WY,BMW,neutral
FL,JEEP,neutral
FL,CADILLAC,neutral
WY,FORD,neutral
FL,ACURA,neutral
FL,TOYOTA,neutral
OR,VOLKSWAGEN,neutral
FL,TOYOTA,neutral
NM,CHRYSLER,neutral
AK,TOYOTA,positive
OR,FORD,neutral
CA,BMW,neutral
FL,HONDA,positive
WV,DODGE,negative
NV,MAZDA,positive
FL,SUZUKI,neutral
CA,TESLA,positive
AK,NISSAN,neutral
WI,MERCEDES-BENZ,neutral
WY,BMW,neutral
NM,DODGE,neutral
NV,MAZDA,negative
FL,BMW,negative
CA,TOYOTA,positive
CA,TOYOTA,positive
TX,LEXUS,neutral
CA,CADILLAC,positive
CA,HONDA,positive
WV,MCLAREN,neutral
CA,HONDA,negative
CA,MAZDA,neutral
WY,GMC,neutral
WV,CADILLAC,positive
WV,BMW,neutral
NV,SUZUKI,neutral
FL,AUDI,neutral
WV,HYUNDAI,negative
WY,HONDA,positive
WY,LINCOLN,neutral
WV,MAZDA,neutral
AK,FERRARI,neutral
NV,CHRYSLER,positive
WY,NISSAN,neutral
WY,AUDI,positive
WY,AUDI,neutral
WI,TOYOTA,neutral
WY,NISSAN,positive
WV,AUDI,neutral
WV,VOLVO,positive
WY,BMW,negative
TX,BMW,positive
NM,TESLA,positive
NM,BUICK,negative
FL,FORD,negative
NM,VOLKSWAGEN,positive
NV,TOYOTA,positive
WY,TESLA,negative
NV,CHEVROLET,neutral
TX,DODGE,neutral
NM,MITSUBISHI,neutral
TX,AUSTIN,positive
NV,CADILLAC,positive
WA,SAAB,neutral
CA,LEXUS,neutral
AK,AUDI,positive
WY,HONDA,positive
FL,HYUNDAI,positive
WI,CHEVROLET,neutral
WI,BENTLEY,negative
NV,LAMBORGHINI,positive
AK,HONDA,positive
NV,TOYOTA,neutral
FL,BENTLEY,positive
CA,BMW,positive
CA,LAMBORGHINI,positive
NM,HONDA,positive
NM,HONDA,positive
NM,HYUNDAI,positive
TX,BMW,negative
NM,MAZDA,neutral
WA,HONDA,negative
CA,FORD,neutral
WA,FERRARI,negative
AK,BMW,positive
FL,TOYOTA,neutral
NV,PONTIAC,neutral
WV,FORD,neutral
WI,TOYOTA,neutral
TX,AUSTIN,positive
HI,MCLAREN,positive
NV,TOYOTA,neutral
NV,TOYOTA,neutral
WV,FORD,neutral
WV,HONDA,neutral
WV,HONDA,neutral
WV,HONDA,neutral
WV,HONDA,neutral
WV,LEXUS,neutral
NV,GMC,positive
NV,GMC,positive
NV,BUICK,positive
WY,NISSAN,neutral
NM,GMC,neutral
WV,CADILLAC,neutral
TX,AUDI,neutral
AK,VOLVO,positive
NM,BMW,positive
CA,MORGAN,positive
WY,MCLAREN,neutral
AK,MITSUBISHI,positive
CA,LEXUS,positive
CA,LEXUS,neutral
TX,TESLA,negative
NV,MINI,negative
NE,HONDA,neutral
FL,SATURN,neutral
FL,LINCOLN,neutral
CA,MERCEDES-BENZ,positive
WV,TOYOTA,neutral
NM,NISSAN,neutral
NM,SMART,positive
WI,CHRYSLER,neutral
FL,HYUNDAI,neutral
NV,CHRYSLER,negative
TX,HONDA,negative
WV,FORD,neutral
WY,FIAT,negative
WI,MERCEDES-BENZ,neutral
WV,FORD,positive
AK,FORD,negative
AK,FORD,negative
TX,HOLDEN,neutral
NV,FORD,negative
WV,CHEVROLET,neutral
NM,FORD,neutral
NV,TOYOTA,neutral
NM,MITSUBISHI,neutral
WV,HONDA,positive
CA,SUBARU,positive
WY,LEXUS,positive
FL,CHRYSLER,negative
NM,VOLKSWAGEN,neutral
NM,CHRYSLER,neutral
NV,VOLVO,neutral
FL,MITSUBISHI,positive
NM,MITSUBISHI,neutral
OR,VOLKSWAGEN,neutral
WY,DODGE,negative
NV,VOLVO,neutral
WV,BMW,positive
NM,HONDA,positive
TX,MITSUBISHI,positive
WY,AUDI,negative
WI,MERCEDES-BENZ,neutral
CA,FORD,neutral
NM,SMART,positive
FL,EAGLE,neutral
NV,RAM,positive
CA,TOYOTA,negative
NV,NISSAN,neutral
NM,TOYOTA,positive
NM,CHEVROLET,neutral
WV,MITSUBISHI,neutral
WV,FORD,positive
WY,SUBARU,neutral
FL,TOYOTA,positive
WV,HONDA,neutral
NM,GMC,positive
AK,HONDA,positive
TX,HYUNDAI,neutral
WA,FORD,positive
WY,GEO,neutral
TX,INFINITI,neutral
CA,TESLA,neutral
OR,HONDA,neutral
OR,HONDA,neutral
WY,PLYMOUTH,positive
TX,TOYOTA,neutral
TX,TOYOTA,neutral
WV,AUDI,positive
AK,VOLKSWAGEN,positive
FL,NISSAN,neutral
WV,VOLVO,neutral
WI,FORD,neutral
WV,CHEVROLET,neutral
CA,SUBARU,neutral
WI,FORD,neutral
WV,NISSAN,neutral
WI,TOYOTA,neutral
WV,TOYOTA,neutral
AK,JEEP,negative
TX,HONDA,neutral
WI,HONDA,neutral
FL,HYUNDAI,neutral
WV,SUBARU,neutral
WY,TOYOTA,neutral
NM,CADILLAC,neutral
WV,AUDI,positive
WV,CHRYSLER,neutral
WV,AUDI,positive
NM,TOYOTA,neutral
CA,TOYOTA,neutral
WY,CHEVROLET,positive
HI,FORD,neutral
CA,AUDI,positive
TX,AUDI,negative
NV,HONDA,negative
NM,GEO,neutral
WY,FORD,neutral
AK,CHEVROLET,neutral
WI,TOYOTA,neutral
WY,FORD,negative
WV,MITSUBISHI,positive
WY,FORD,positive
WA,ROLLS-ROYCE,positive
FL,BMW,neutral
FL,BMW,neutral
WI,MITSUBISHI,neutral
WV,DODGE,neutral
FL,CHEVROLET,positive
WV,FORD,neutral
WV,TOYOTA,positive
NV,FORD,neutral
AK,BMW,positive
AK,HONDA,neutral
CA,JEEP,neutral
WV,SUZUKI,negative
CA,CHRYSLER,positive
WV,EAGLE,positive
NM,SMART,positive
WI,AUDI,positive
NM,NISSAN,neutral
FL,KIA,neutral
TX,AUSTIN,neutral
WY,AUDI,negative
WY,PONTIAC,neutral
WY,BMW,neutral
WY,BMW,positive
TX,CHEVROLET,neutral
WV,FORD,neutral
WA,HONDA,neutral
WV,LEXUS,neutral
AK,MERCURY,neutral
WY,CHEVROLET,neutral
TX,BMW,positive
TX,AUSTIN,positive
CA,BMW,neutral
FL,KIA,neutral
NM,FORD,neutral
NM,HONDA,positive
NM,HONDA,positive
CA,FORD,neutral
WV,GMC,neutral
WI,KIA,neutral
WY,HONDA,neutral
CA,HONDA,positive
WV,MITSUBISHI,neutral
FL,FORD,neutral
WV,CHRYSLER,neutral
WV,TOYOTA,negative
NM,FORD,neutral
CA,TESLA,positive
NM,BMW,positive
NM,KIA,negative
AK,MAZDA,positive
WV,NISSAN,negative
FL,INFINITI,positive
NV,TOYOTA,positive
WV,FORD,negative
CA,INFINITI,neutral
NE,FORD,neutral
AK,TOYOTA,positive
TX,CHEVROLET,neutral
FL,FORD,negative
OR,LEXUS,neutral
WV,BENTLEY,positive
TX,HONDA,neutral
AK,BMW,positive
WI,BMW,positive
WV,FORD,neutral
WV,SUBARU,neutral
AK,VOLVO,negative
WV,BMW,neutral
NM,MITSUBISHI,neutral
WY,HONDA,positive
NV,SUBARU,positive
FL,NISSAN,neutral
CA,CHEVROLET,neutral
FL,AUDI,positive
NV,BUICK,positive
NM,HONDA,negative
WI,TESLA,neutral
NV,KIA,neutral
NV,FORD,negative
WI,INFINITI,positive
WI,GMC,positive
NM,INFINITI,positive
NM,INFINITI,neutral
WY,FORD,neutral
OR,VOLVO,neutral
FL,MAZDA,neutral
NM,TOYOTA,positive
WV,MORGAN,positive
WV,CHEVROLET,neutral
WV,CHEVROLET,neutral
NM,SUZUKI,positive
CA,SATURN,neutral
CA,SATURN,neutral
WA,TOYOTA,neutral
AK,AUDI,positive
AK,AUDI,positive
CA,KIA,neutral
WV,INFINITI,positive
NV,PONTIAC,neutral
CA,CHRYSLER,positive
CA,MORGAN,positive
FL,FORD,neutral
WY,HONDA,negative
FL,AUDI,negative
WI,FORD,neutral
NM,HONDA,positive
WI,FORD,neutral
CA,HONDA,neutral
CA,HONDA,neutral
WI,CHRYSLER,neutral
AK,AUDI,positive
WY,LEXUS,positive
NM,KIA,neutral
AK,FORD,positive
NM,NISSAN,neutral
WA,TESLA,neutral
FL,LEXUS,neutral
WA,CHEVROLET,neutral
WA,GMC,neutral
WV,BMW,negative
WI,LEXUS,positive
TX,INFINITI,positive
AK,LEXUS,positive
AK,VOLKSWAGEN,positive
NE,TOYOTA,neutral
WV,HYUNDAI,neutral
WY,MITSUBISHI,neutral
WY,MAZDA,neutral
TX,BMW,neutral
WV,RAM,neutral
TX,FORD,neutral
WY,LEXUS,negative
TX,GMC,positive
WV,MAYBACH,negative
AK,BENTLEY,positive
WV,FORD,positive
WA,HONDA,negative
WV,CHRYSLER,neutral
NM,LEXUS,neutral
WV,AUDI,neutral
CA,TOYOTA,positive
AK,BENTLEY,positive
NM,NISSAN,neutral
TX,AUDI,positive
NM,SUBARU,neutral
WI,TOYOTA,negative
NM,NISSAN,neutral
NM,HONDA,neutral
NM,HONDA,neutral
FL,MERCEDES-BENZ,neutral
CA,MORGAN,positive
TX,LEXUS,neutral
NM,HONDA,negative
WI,NISSAN,negative
AK,NISSAN,neutral
FL,CADILLAC,positive
AK,HUMMER,positive
WI,TOYOTA,neutral
NM,HONDA,neutral
NV,TOYOTA,neutral
CA,TOYOTA,negative
NE,HONDA,positive
TX,TOYOTA,positive
WI,NISSAN,neutral
TX,SMART,positive
NM,GMC,neutral
NM,BMW,positive
NM,NISSAN,neutral
TX,AUSTIN,positive
WI,CHRYSLER,negative
WI,JEEP,negative
WI,DODGE,negative
TX,TOYOTA,positive
TX,FORD,neutral
FL,DODGE,neutral
WY,FORD,neutral
WI,VOLVO,neutral
WV,VOLVO,positive
TX,CHEVROLET,positive
FL,NISSAN,positive
NM,NISSAN,neutral
WY,LEXUS,positive
WA,AUDI,positive
NV,SUBARU,positive
FL,BENTLEY,positive
NM,MERCURY,negative
WY,HONDA,neutral
WY,HONDA,neutral
WV,BMW,neutral
NM,MITSUBISHI,neutral
NM,HONDA,positive
CA,TOYOTA,positive
CA,TOYOTA,neutral
WV,HONDA,neutral
NM,KIA,neutral
WY,BMW,neutral
WY,TOYOTA,positive
WY,JAGUAR,neutral
WV,VOLKSWAGEN,positive
FL,MERCEDES-BENZ,neutral
WI,FORD,neutral
NV,MERCURY,neutral
NV,LEXUS,neutral
WV,VOLKSWAGEN,neutral
NM,NISSAN,neutral
FL,CHEVROLET,neutral
TX,AUDI,positive
WV,GMC,neutral
WA,EAGLE,positive
WY,NISSAN,neutral
NM,KIA,positive
WI,AUDI,positive
NV,CADILLAC,neutral
WY,CHEVROLET,positive
FL,MERCEDES-BENZ,positive
WV,CADILLAC,positive
NM,BMW,neutral
NM,AUDI,neutral
HI,PONTIAC,neutral
WV,TOYOTA,neutral
WV,MITSUBISHI,neutral
WI,LEXUS,positive
WI,HONDA,neutral
WI,HONDA,neutral
NM,BMW,neutral
AK,BMW,positive
WI,TOYOTA,negative
NM,ISUZU,neutral
TX,BMW,neutral
WY,CHRYSLER,neutral
CA,FORD,negative
CA,NISSAN,positive
WY,INFINITI,positive
TX,TOYOTA,positive
CA,BMW,neutral
CA,BMW,neutral
WV,CHRYSLER,neutral
WA,MAYBACH,neutral
WV,GMC,positive
CA,TOYOTA,neutral
AK,BENTLEY,positive
WI,CHEVROLET,neutral
CA,HONDA,negative
AK,TESLA,positive
CA,HONDA,positive
AK,HONDA,neutral
CA,HONDA,negative
NM,CHEVROLET,neutral
AK,DODGE,neutral
NM,NISSAN,positive
WY,CHEVROLET,neutral
NM,CHEVROLET,neutral
WV,FORD,neutral
FL,NISSAN,negative
FL,NISSAN,neutral
WV,HYUNDAI,positive
AK,TOYOTA,positive
NM,BMW,neutral
NM,SMART,positive
TX,INFINITI,neutral
NM,NISSAN,neutral
NM,SATURN,neutral
AK,AUDI,positive
TX,HYUNDAI,positive
WV,FORD,neutral
NV,TOYOTA,positive
WI,MITSUBISHI,positive
OR,TOYOTA,neutral
OR,TOYOTA,neutral
TX,BMW,neutral
NM,FORD,positive
WI,TOYOTA,negative
WY,BMW,negative
NM,NISSAN,negative
AK,AUDI,positive
AK,NISSAN,neutral
NV,NISSAN,neutral
NV,NISSAN,neutral
WV,MAZDA,negative
WI,AUDI,negative
WI,HONDA,negative
WA,TESLA,positive
FL,BENTLEY,positive
CA,ACURA,positive
WV,FORD,neutral
CA,FORD,neutral
TX,HONDA,negative
FL,DODGE,neutral
NM,FORD,neutral
WY,BMW,neutral
FL,JEEP,neutral
FL,CADILLAC,neutral
WY,FORD,neutral
FL,ACURA,neutral
FL,TOYOTA,neutral
OR,VOLKSWAGEN,neutral
FL,TOYOTA,neutral
NM,CHRYSLER,neutral
AK,TOYOTA,positive
OR,FORD,neutral
CA,BMW,neutral
FL,HONDA,positive
WV,DODGE,negative
NV,MAZDA,positive
FL,SUZUKI,neutral
CA,TESLA,positive
AK,NISSAN,neutral
WI,MERCEDES-BENZ,neutral
WY,BMW,neutral
NM,DODGE,neutral
NV,MAZDA,negative
FL,BMW,negative
CA,TOYOTA,positive
CA,TOYOTA,positive
TX,LEXUS,neutral
CA,CADILLAC,positive
CA,HONDA,positive
WV,MCLAREN,neutral
CA,HONDA,negative
CA,MAZDA,neutral
WY,GMC,neutral
WV,CADILLAC,positive
WV,BMW,neutral
NV,SUZUKI,neutral
FL,AUDI,neutral
WV,HYUNDAI,negative
WY,HONDA,positive
WY,LINCOLN,neutral
WV,MAZDA,neutral
AK,FERRARI,neutral
NV,CHRYSLER,positive
WY,NISSAN,neutral
WY,AUDI,positive
WY,AUDI,neutral
WI,TOYOTA,neutral
WY,NISSAN,positive
WV,AUDI,neutral
WV,VOLVO,positive
WY,BMW,negative
TX,BMW,positive
NM,TESLA,positive
NM,BUICK,negative
FL,FORD,negative
NM,VOLKSWAGEN,positive
NV,TOYOTA,positive
WY,TESLA,negative
NV,CHEVROLET,neutral
TX,DODGE,neutral
NM,MITSUBISHI,neutral
TX,AUSTIN,positive
NV,CADILLAC,positive
WA,SAAB,neutral
CA,LEXUS,neutral
AK,AUDI,positive
WY,HONDA,positive
FL,HYUNDAI,positive
WI,CHEVROLET,neutral
WI,BENTLEY,negative
NV,LAMBORGHINI,positive
AK,HONDA,positive
NV,TOYOTA,neutral
FL,BENTLEY,positive
CA,BMW,positive
CA,LAMBORGHINI,positive
NM,HONDA,positive
NM,HONDA,positive
NM,HYUNDAI,positive
TX,BMW,negative
NM,MAZDA,neutral
WA,HONDA,negative
CA,FORD,neutral
WA,FERRARI,negative
AK,BMW,positive
FL,TOYOTA,neutral
NV,PONTIAC,neutral
WV,FORD,neutral
WI,TOYOTA,neutral
TX,AUSTIN,positive
HI,MCLAREN,positive
NV,TOYOTA,neutral
NV,TOYOTA,neutral
WV,FORD,neutral
WV,HONDA,neutral
WV,HONDA,neutral
WV,HONDA,neutral
WV,HONDA,neutral
WV,LEXUS,neutral
NV,GMC,positive
NV,GMC,positive
NV,BUICK,positive
WY,NISSAN,neutral
NM,GMC,neutral
WV,CADILLAC,neutral
TX,AUDI,neutral
AK,VOLVO,positive
NM,BMW,positive
CA,MORGAN,positive
WY,MCLAREN,neutral
AK,MITSUBISHI,positive
CA,LEXUS,positive
CA,LEXUS,neutral
TX,TESLA,negative
NV,MINI,negative
NE,HONDA,neutral
FL,SATURN,neutral
FL,LINCOLN,neutral
CA,MERCEDES-BENZ,positive
WV,TOYOTA,neutral
NM,NISSAN,neutral
NM,SMART,positive
WI,CHRYSLER,neutral
FL,HYUNDAI,neutral
NV,CHRYSLER,negative
TX,HONDA,negative
WV,FORD,neutral
WY,FIAT,negative
WI,MERCEDES-BENZ,neutral
WV,FORD,positive
AK,FORD,negative
AK,FORD,negative
TX,HOLDEN,neutral
NV,FORD,negative
WV,CHEVROLET,neutral
NM,FORD,neutral
NV,TOYOTA,neutral
NM,MITSUBISHI,neutral
WV,HONDA,positive
CA,SUBARU,positive
WY,LEXUS,positive
FL,CHRYSLER,negative
NM,VOLKSWAGEN,neutral
NM,CHRYSLER,neutral
NV,VOLVO,neutral
FL,MITSUBISHI,positive
NM,MITSUBISHI,neutral
OR,VOLKSWAGEN,neutral
WY,DODGE,negative
NV,VOLVO,neutral
WV,BMW,positive
NM,HONDA,positive
TX,MITSUBISHI,positive
WY,AUDI,negative
WI,MERCEDES-BENZ,neutral
CA,FORD,neutral
NM,SMART,positive
FL,EAGLE,neutral
NV,RAM,positive
CA,TOYOTA,negative
NV,NISSAN,neutral
NM,TOYOTA,positive
NM,CHEVROLET,neutral
WV,MITSUBISHI,neutral
WV,FORD,positive
WY,SUBARU,neutral
FL,TOYOTA,positive
WV,HONDA,neutral
NM,GMC,positive
AK,HONDA,positive
TX,HYUNDAI,neutral
WA,FORD,positive
WY,GEO,neutral
TX,INFINITI,neutral
CA,TESLA,neutral
OR,HONDA,neutral
OR,HONDA,neutral
WY,PLYMOUTH,positive
TX,TOYOTA,neutral
TX,TOYOTA,neutral
WV,AUDI,positive
AK,VOLKSWAGEN,positive
FL,NISSAN,neutral
WV,VOLVO,neutral
WI,FORD,neutral
WV,CHEVROLET,neutral
CA,SUBARU,neutral
WI,FORD,neutral
WV,NISSAN,neutral
WI,TOYOTA,neutral
WV,TOYOTA,neutral
AK,JEEP,negative
TX,HONDA,neutral
WI,HONDA,neutral
FL,HYUNDAI,neutral
WV,SUBARU,neutral
WY,TOYOTA,neutral
NM,CADILLAC,neutral
WV,AUDI,positive
WV,CHRYSLER,neutral
WV,AUDI,positive
NM,TOYOTA,neutral
CA,TOYOTA,neutral
WY,CHEVROLET,positive
HI,FORD,neutral
CA,AUDI,positive
TX,AUDI,negative
NV,HONDA,negative
NM,GEO,neutral
WY,FORD,neutral
AK,CHEVROLET,neutral
WI,TOYOTA,neutral
WY,FORD,negative
WV,MITSUBISHI,positive
WY,FORD,positive
WA,ROLLS-ROYCE,positive
FL,BMW,neutral
FL,BMW,neutral
WI,MITSUBISHI,neutral
WV,DODGE,neutral
FL,CHEVROLET,positive
WV,FORD,neutral
WV,TOYOTA,positive
NV,FORD,neutral
AK,BMW,positive
WV,GEO,neutral
WY,TOYOTA,neutral
NV,TOYOTA,neutral
NV,TOYOTA,neutral
WV,TESLA,positive
NM,NISSAN,neutral
TX,HONDA,negative
AK,MAZDA,neutral
AK,FORD,positive
TX,DODGE,neutral
FL,LEXUS,neutral
NV,FORD,neutral
WY,MASERATI,neutral
WV,MITSUBISHI,neutral
NM,NISSAN,neutral
NM,BUICK,neutral
NM,VOLVO,positive
NV,CHEVROLET,neutral
NV,AUDI,neutral
CA,FORD,neutral
WV,FORD,neutral
WV,DODGE,neutral
CA,TOYOTA,positive
WV,MAZDA,neutral
WV,NISSAN,neutral
WV,MERCURY,neutral
WI,TOYOTA,neutral
WV,BENTLEY,positive
WV,VOLVO,positive
FL,CHRYSLER,negative
WV,MAZDA,neutral
FL,NISSAN,neutral
WI,FIAT,negative
AK,AUDI,negative
WV,HONDA,neutral
WV,HONDA,neutral
TX,AUSTIN,neutral
TX,TOYOTA,positive
TX,TOYOTA,neutral
WI,TOYOTA,positive
NM,HONDA,positive
FL,MAZDA,neutral
FL,MAZDA,neutral
WI,TOYOTA,positive
NM,TOYOTA,neutral
NM,BUICK,neutral
NM,SMART,positive
CA,HONDA,neutral
NM,CHEVROLET,neutral
NM,BMW,positive
AK,MITSUBISHI,positive
WY,FORD,neutral
WV,CHRYSLER,negative
WY,HYUNDAI,neutral
WV,BUGATTI,negative
NM,TOYOTA,neutral
NM,NISSAN,positive
NM,FORD,neutral
WV,DODGE,negative
NM,FORD,neutral
NV,HONDA,neutral
CA,HONDA,negative
FL,VOLKSWAGEN,positive
CA,HONDA,negative
WV,AUDI,positive
OR,TOYOTA,neutral
OR,TOYOTA,neutral
WV,FORD,neutral
CA,BENTLEY,negative
NM,HONDA,neutral
CA,SUBARU,neutral
WI,NISSAN,negative
AK,VOLKSWAGEN,positive
WV,EAGLE,neutral
OR,HONDA,neutral
CA,HONDA,neutral
NM,SHELBY,neutral
WV,FORD,neutral
NM,NISSAN,positive
WY,VOLKSWAGEN,positive
NM,FORD,positive
WI,CHEVROLET,neutral
WV,HONDA,positive
WV,TOYOTA,neutral
NM,TOYOTA,positive
CA,TOYOTA,positive
NM,CHRYSLER,neutral
TX,TOYOTA,positive
WV,VOLKSWAGEN,neutral
NV,CHEVROLET,neutral
WV,NISSAN,neutral
WV,MITSUBISHI,neutral
WI,CADILLAC,neutral
WV,MAZDA,positive
OR,BMW,positive
FL,FORD,neutral
WV,MORGAN,positive
WY,GMC,neutral
WI,NISSAN,neutral
CA,FERRARI,neutral
AK,FORD,neutral
NM,FORD,neutral
AK,HONDA,neutral
TX,FORD,neutral
TX,TOYOTA,negative
CA,CHRYSLER,neutral
CA,DODGE,neutral
NM,CHEVROLET,negative
WY,GMC,neutral
WY,KIA,neutral
NM,CHEVROLET,neutral
FL,MERCEDES-BENZ,positive
WY,FORD,neutral
FL,SHELBY,positive
NV,BMW,neutral
TX,SAAB,positive
WY,FORD,neutral
FL,VOLKSWAGEN,positive
WV,CHEVROLET,neutral
WY,AUDI,negative
WV,AUDI,positive
WV,NISSAN,neutral
AK,BMW,negative
AK,AUSTIN,neutral
WY,SUBARU,neutral
CA,LEXUS,positive
FL,TOYOTA,positive
TX,LAMBORGHINI,positive
